2.21729278564453E-05,,Standardabweichung:,3.86888473917394E-06,Sekunden
1.28746032714844E-05,,Median:,1.07288360595703E-05,Sekunden
1.31130218505859E-05,,Mittelwert:,1.19806409016268E-05,Sekunden
1.09672546386719E-05,,,,
1.07288360595703E-05,,,,
1.07288360595703E-05,,,,
1.07288360595703E-05,,,,
1.26361846923828E-05,,,,
1.12056732177734E-05,,,,
1.04904174804688E-05,,,,
1.02519989013672E-05,,,,
1.02519989013672E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.02519989013672E-05,,,,
1.02519989013672E-05,,,,
1.02519989013672E-05,,,,
2.55107879638672E-05,,,,
1.04904174804688E-05,,,,
1.09672546386719E-05,,,,
1.09672546386719E-05,,,,
1.09672546386719E-05,,,,
1.04904174804688E-05,,,,
1.02519989013672E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.9073486328125E-05,,,,
2.07424163818359E-05,,,,
1.74045562744141E-05,,,,
1.88350677490234E-05,,,,
1.81198120117187E-05,,,,
1.93119049072266E-05,,,,
1.78813934326172E-05,,,,
1.83582305908203E-05,,,,
1.71661376953125E-05,,,,
1.83582305908203E-05,,,,
1.76429748535156E-05,,,,
1.81198120117187E-05,,,,
1.83582305908203E-05,,,,
2.50339508056641E-05,,,,
1.1444091796875E-05,,,,
1.19209289550781E-05,,,,
1.09672546386719E-05,,,,
1.1444091796875E-05,,,,
1.1444091796875E-05,,,,
1.09672546386719E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.02519989013672E-05,,,,
1.07288360595703E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.07288360595703E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.04904174804688E-05,,,,
1.02519989013672E-05,,,,
1.02519989013672E-05,,,,
1.12056732177734E-05,,,,
